id,legislator_id,address,suite,city,state,zip,latitude,longitude,phone,fax,building,hours
C001063-mission,C001063,117 E. Tom Landry,,Mission,TX,78572,26.2161009,-98.32499899999999,956-424-3942,956-424-3936,,
C001063-rio_grande_city,C001063,100 N. F.M. 3167,,Rio Grande City,TX,78582,26.3834188,-98.85823049999999,956-487-5603,956-488-0952,,
C001063-san_antonio,C001063,615 E. Houston St.,Suite 563,San Antonio,TX,78205,29.4270611,-98.48622759999999,210-271-2851,210-277-6671,,
C001066-tampa,C001066,4144 N. Armenia Ave.,Suite 300,Tampa,FL,33607,27.9771817,-82.48520649999999,813-871-2817,813-871-2864,,8:30 a.m. - 5 p.m.
C001067-brooklyn,C001067,222 Lenox Rd.,Suites 1 & 2,Brooklyn,NY,11226,40.6536853,-73.9516805,718-287-1142,718-287-1223,,
C001068-memphis,C001068,167 N. Main St.,Suite 369,Memphis,TN,38103,35.1497482,-90.0517538,901-544-4131,901-544-4329,The Clifford Davis/Odell Horton Federal Building,Monday-Friday 8am-5pm CT
C001069-enfield,C001069,77 Hazard Ave.,Unit J,Enfield,CT,06082,41.9904484,-72.5723972,860-741-6011,860-741-6036,,
C001069-norwich,C001069,55 Main St.,Suite 250,Norwich,CT,06360,41.524272,-72.07896800000002,860-886-0139,860-886-2974,,
C001070-allentown,C001070,840 Hamilton St.,Suite 301,Allentown,PA,18101,40.6010783,-75.47499979999999,610-782-9470,610-782-9474,,
C001070-bellefonte,C001070,817 E. Bishop St.,Suite C,Bellefonte,PA,16823,40.9138418,-77.7641528,814-357-0314,814-357-0318,,
C001070-erie,C001070,17 S. Park Row.,Suite B-150,Erie,PA,16501,42.1289745,-80.08406889999999,814-874-5080,814-874-5084,,
C001070-harrisburg,C001070,200 N. Third St.,Suite 14A,Harrisburg,PA,17101,40.2619774,-76.8829619,717-231-7540,717-231-7542,,
C001070-philadelphia,C001070,2000 Market St.,Suite 610,Philadelphia,PA,19103,39.9532694,-75.1736461,215-405-9660,215-405-9669,,
C001070-pittsburgh,C001070,310 Grant St.,Suite 2415,Pittsburgh,PA,15219,40.4376694,-79.99749159999999,412-803-7370,412-803-7379,Grant Building,
C001070-scranton,C001070,417 Lackawanna Ave.,Suite 303,Scranton,PA,18503,41.4073687,-75.6654743,570-941-0930,570-941-0937,,
C001072-indianapolis,C001072,300 E. Fall Creek Pkwy N Dr.,Suite 300,Indianapolis,IN,46205,39.8063243,-86.1513962,317-283-6516,317-283-6567,,M-F 9-5:30pm
C001075-alexandria,C001075,3600 Jackson St.,Suite 115A,Alexandria,LA,71303,31.2852075,-92.47677350000001,318-448-7176,318-448-5175,,
C001075-baton_rouge,C001075,5555 Hilton Ave.,Suite 100,Baton Rouge,LA,70808,30.423884,-91.1325791,225-929-7711,225-929-7688,,
C001075-lafayette,C001075,101 La Rue France,Suite 505,Lafayette,LA,70508,30.1948666,-92.014654,337-261-1400,337-261-1490,,
C001075-lake_charles,C001075,1 Lakeshore Dr.,Suite 1155,Lake Charles,LA,70629,30.2305579,-93.2196294,337-493-5398,337-493-5629,,
C001075-metairie,C001075,3421 N. Causeway Blvd.,Suite 204,Metairie,LA,70002,30.0112259,-90.15417479999999,504-838-0130,504-838-0133,,
C001075-monroe,C001075,1651 Louisville Ave.,Suite 123,Monroe,LA,70201,32.5175209,-92.1087384,318-324-2111,318-324-2197,,
C001075-shreveport,C001075,6425 Youree Dr.,Suite 415,Shreveport,LA,71105,32.448457,-93.71986679999999,318-798-3215,318-798-6959,,
C001078-annandale,C001078,4115 Annandale Rd.,Suite 103,Annandale,VA,22003,38.8338994,-77.1967528,703-256-3071,703-354-1284,,
C001078-woodbridge,C001078,2241-D Tacketts Mill Drive,,Woodbridge,VA,22192,38.6752583,-77.2815925,571-408-4407,571-408-4708,,
C001080-claremont,C001080,415 W. Foothill Blvd.,Suite 122,Claremont,CA,91711,34.1079585,-117.7212331,909-625-5394,909-399-0198,,Only open Tuesdays and Thursdays
C001080-pasadena,C001080,527 S. Lake Ave.,Suite 106,Pasadena,CA,91101,34.1367185,-118.1327226,626-304-0110,626-304-0132,,
C001084-pawtucket,C001084,1070 Main St.,Suite 300,Pawtucket,RI,02860,41.8610791,-71.3986461,401-729-5600,401-729-5608,,Mon-Fri 8:30am-5:30pm
C001087-cabot,C001087,112 S. 1st,,Cabot,AR,72023,34.9730598,-92.0167235,501-843-3043,501-843-4955,,Mon-Fri 8:00AM-5:00PM
C001087-dumas,C001087,101 E Waterman St,,Dumas,AR,71639-2226,33.88781,-91.49025,870-377-5571,,,"M,W,F 2:00PM-5:00PM CT ; T, TH 8:00 AM-5:00PM CT"
C001087-jonesboro,C001087,2400 Highland Dr.,Suite 300,Jonesboro,AR,72401,35.8220219,-90.6760171,870-203-0540,870-203-0542,,Mon-Fri 8:00AM-5:00PM CT
C001087-mountain_home,C001087,1001 Highway 62 E,Suite 9,Mountain Home,AR,72653,36.3499306,-92.3707731,870-424-2075,870-424-3149,,Mon-Fri 8:00AM-5:00PM CT
C001088-dover,C001088,500 W. Loockerman St.,Suite 450,Dover,DE,19904,39.15666239999999,-75.5311574,302-736-5601,302-736-5609,,
C001088-wilmington,C001088,1105 N. Market St.,Suite 100,Wilmington,DE,19801-1233,39.7473432,-75.5471367,302-573-6345,302-573-6351,,
C001090-scranton,C001090,226 Wyoming Ave.,,Scranton,PA,18503,41.4093981,-75.66439729999999,570-341-1050,570-341-1055,,"9:00am - 5:00pm, M-F"
C001090-wilkes_barre,C001090,20 N. Pennsylvania Ave.,Suite 201,Wilkes-Barre,PA,18711,41.2441677,-75.87917089999999,570-371-0317,,,"Tuesday and Thursday, 9:00am - 5:00pm"
C001091-san_antonio,C001091,727 E. Chavez Blvd.,Suite B-128,San Antonio,TX,78206,29.4175269,-98.4846276,210-348-8216,210-979-0737,,"Monday-Friday, 9:00 am- 6:00 pm CT"
C001095-el_dorado,C001095,106 W. Main St.,Suite 410,El Dorado,AR,71730,33.2120448,-92.664046,870-864-8582,870-864-8571,,
C001095-jonesboro,C001095,300 S. Church,Suite 338,Jonesboro,AR,72401,35.8404281,-90.70368549999999,870-933-6223,870-933-6596,,
C001095-little_rock,C001095,1401 W. Capitol Ave.,Suite 235,Little Rock,AR,72201,34.7456872,-92.2865752,501-223-9081,501-223-9105,,
C001095-springdale,C001095,1108 S. Old Missouri Rd.,Suite B,Springdale,AR,72764,36.17457100000001,-94.1176151,479-751-0879,479-927-1092,,
C001096-bismarck,C001096,220 E. Rosser Ave.,,Bismarck,ND,58501,46.80901129999999,-100.7882597,701-224-0355,701-224-0431,328 Federal Building,M-F 8-5:00pm
C001096-fargo,C001096,3217 Fiechtner Dr.,Suite D,Fargo,ND,58103,46.8653775,-96.83148949999999,701-356-2216,701-356-2217,,
C001096-grand_forks,C001096,4200 James Ray Dr.,Office 600,Grand Forks,ND,58202,47.921087,-97.090537,701-738-4880,,,
C001096-minot,C001096,315 Main St.,Suite 203,Minot,ND,58701,48.23281009999999,-101.2926299,701-839-0255,,,
C001097-panorama_city,C001097,9612 Van Nuys Blvd.,Suite 201,Panorama City,CA,91402,34.2449325,-118.4495976,818-221-3718,818-221-3809,,Monday-Friday 9:00 a.m. - 6:00 p.m. PACIFIC TIME
C001098-austin,C001098,300 E 8th,Suite 961,Austin,TX,78701,30.269401,-97.7390867,512-916-5834,512-916-5839,,
C001098-dallas,C001098,3626 N. Hall St.,Suite 410,Dallas,TX,75219,32.8092691,-96.8059281,214-599-8749,214-361-3518,Lee Park Tower II,
C001098-houston,C001098,1919 Smith St.,Suite 9047,Houston,TX,77002,29.758844,-95.3650242,713-718-3057,713-209-3459,The Mickey Leland Federal Building,
C001098-mcallen,C001098,200 S. 10th St.,Suite 1603,McAllen,TX,78501,26.2019273,-98.2313667,956-686-7339,,,
C001098-san_antonio,C001098,9901 Ih-10w,Suite 950,San Antonio,TX,78230,29.533858,-98.5619881,210-340-2885,210-349-6753,,
C001098-tyler,C001098,305 S. Broadway,Suite 501,Tyler,TX,75702,32.3480097,-95.3009807,903-593-5130,,,
C001101-cambridge,C001101,701 Concord Ave.,Suite 101,Cambridge,MA,02138,42.390572,-71.151338,617-354-0292,,,Mon-Fri 9am-5:30pm
C001101-framingham,C001101,116 Concord St.,Suite 1,Framingham,MA,01702,42.2787415,-71.41700349999999,508-319-9757,,,M-F 9-5:30
C001103-brunswick,C001103,1510 Newcastle St.,Suite 200,Brunswick,GA,31520,31.149693,-81.49532,912-265-9010,912-265-9013,,
C001103-savannah,C001103,6602 Abercorn St.,Suite 105B,Savannah,GA,31405,32.017594,-81.11040299999999,912-352-0101,912-352-0105,,
C001108-madisonville,C001108,67 North Main St.,,Madisonville,KY,42431,37.3296043,-87.498937,270-487-9509,,,Call to schedule appointment
C001108-paducah,C001108,300 S. 3rd St.,,Paducah,KY,42003,37.0851283,-88.595174,270-408-1865,,,
C001108-tompkinsville,C001108,200 N. Main St.,Suite F,Tompkinsville,KY,42167,36.7006713,-85.6929017,270-487-9509,,,
C001109-casper,C001109,100 East B Street,Room 4003,Casper,WY,82602,42.8524124,-106.3248373,307-261-6595,307-261-6597,,
C001109-cheyenne,C001109,2120 Capitol Ave.,Suite 8005,Cheyenne,WY,82001,41.1374591,-104.8189674,307-772-2595,307-772-2597,,
C001109-gillette,C001109,300 S. Gillette Ave.,Suite 2001,Gillette,WY,82716,44.2920649,-105.5066014,307-414-1677,307-414-1711,,
C001109-sheridan,C001109,45 E. Loucks St.,Suite 300 F,Sheridan,WY,82801,44.7974845,-106.9548869,307-673-4608,307-261-6597,,
C001110-santa_ana,C001110,2323 N. Broadway,Suite 319,Santa Ana,CA,92706,33.7673604,-117.8703812,714-621-0102,,Rancho Santiago Community College Building,
C001112-san_luis_obispo,C001112,1411 Marsh St.,Suite 205,San Luis Obispo,CA,93401,35.2838648,-120.6538213,805-546-8348,805-439-3574,,
C001112-santa_barbara,C001112,360 S. Hope Ave.,Suite C-301,Santa Barbara,CA,93105,34.434901,-119.746862,805-546-8348,,,
C001112-santa_maria,C001112,1619 S. Thornburg St.,,Santa Maria,CA,93458,34.434901,-120.4405464,805-730-1710,,,
C001113-las_vegas,C001113,333 Las Vegas Boulevard South,Suite 8016,Las Vegas,NV,89101,36.1651058,-115.1424211,702-388-5020,702-388-5030,,Monday-Friday; 8:00am – 5:00pm PT
C001113-reno,C001113,400 South Virginia Street,Suite 902,Reno,NV,89501,39.5215352,-119.810287,775-686-5750,775-686-5757,Courthouse and Federal Building,Monday-Friday; 8:00am-5:00pm PT
C001114-provo,C001114,51 South University Avenue,Suite 318,Provo,UT,84601,40.232986,-111.6578512,801-851-2500,,,
C001115-corpus_christi,C001115,101 N. Shoreline Blvd.,Suite 300,Corpus Christi,TX,78401,27.7917948,-97.3931982,361-884-2222,,,
C001115-victoria,C001115,5606 N. Navarro St.,Suite 203,Victoria,TX,77904,28.8476874,-96.9978986,361-894-6446,,,
C001117-west_chicago,C001117,2700 International Dr,Suite 304,West Chicago,IL,60185-1670,41.8672,-88.25793,,,,
C001118-harrisonburg,C001118,70 N Mason St,Suite 110,Harrisonburg,VA,22802-4126,38.44978,-78.86637,540-432-2391,540-432-6593,,
C001118-lynchburg,C001118,916 Main St,Suite 300,Lynchburg,VA,24504-1600,37.41441,-79.14153,434-845-8306,434-845-8245,,
C001118-roanoke,C001118,10 Franklin Rd SE,Suite 510,Roanoke,VA,24011-2133,37.2694,-79.94051,540-857-2672,540-857-2675,,
C001118-staunton,C001118,117 S Lewis St,Suite 215,Staunton,VA,24401-4282,38.14838,-79.07444,540-885-3861,540-885-3930,,
C001119-burnsville,C001119,12940 Harriet Ave S,Suite 238,Burnsville,MN,55337-2680,44.7684,-93.2863,651-846-2120,,,
C001120-kingwood,C001120,1801 Kingwood Dr,Suite 240,Kingwood,TX,77339-3060,30.05138,-95.22975,713-860-1330,,,
C001121-aurora,C001121,3300 S Parker Rd,Suite 100,Aurora,CO,80014-3518,39.65758,-104.83538,720-748-7514,,,
D000096-chicago,D000096,2813-15 W. Fifth Ave.,,Chicago,IL,60612,41.8807415,-87.6990211,773-533-7520,773-533-7530,,
D000191-coos_bay,D000191,125 Central Ave.,Suite 350,Coos Bay,OR,97420,43.367748,-124.213429,541-269-2609,541-269-5760,,M-F 8:00am-5:00pm
D000191-eugene,D000191,405 E. 8th Ave.,#2030,Eugene,OR,97401,44.0516985,-123.0857882,541-465-6732,541-465-6458,,M-F 8:00am-5:00pm
D000191-roseburg,D000191,612 SE. Jackson St.,Room 9,Roseburg,OR,97470,43.2087597,-123.3445182,541-440-3523,541-465-6458,,M-F 8:00am-5:00pm
D000197-denver,D000197,600 Grant St.,Suite 202,Denver,CO,80203,39.7260392,-104.9832743,303-844-4988,303-844-4996,,M-F 8:00 - 5:00
D000216-new_haven,D000216,59 Elm St.,,New Haven,CT,06510,41.3080224,-72.92267679999999,203-562-3718,203-772-2260,,
D000399-austin,D000399,300 E. 8th St.,Suite 763,Austin,TX,78701,30.269401,-97.7390867,512-916-5921,,,
D000399-san_antonio,D000399,217 W. Travis St.,,San Antonio,TX,78205,29.427604,-98.4951151,210-704-1080,,,
D000482-bethel_park,D000482,4705 Library Rd,,Bethel Park,PA,15102-2969,40.34915,-80.02294,412-283-4451,412-283-4465,,
D000482-mckeesport,D000482,627 Lysle Blvd.,,McKeesport,PA,15132,40.352477,-79.858547,412-664-4049,412-664-4053,,8:30 AM to 5:30 PM
D000482-pittsburgh,D000482,2637 E. Carson St.,,Pittsburgh,PA,15203,40.4273525,-79.9675163,412-390-1499,412-390-2118,,8:30 AM to 5:30 PM
D000563-carbondale,D000563,250 W. Cherry St.,Suite 115-D,Carbondale,IL,62901,37.7233822,-89.21730319999999,618-351-1122,618-351-1124,,8:30 am to 5:00 pm
D000563-chicago,D000563,230 S. Dearborn St.,Suite 3892,Chicago,IL,60604,41.8784454,-87.63,312-353-4952,312-353-0150,,8:30 am to 5:00 pm
D000563-rock_island,D000563,1504 Third Ave.,Suite 227,Rock Island,IL,61201,41.5090535,-90.5782533,309-786-5173,309-786-5404,,8:30 am to 4:30 pm
D000563-springfield,D000563,525 S. 8th St.,,Springfield,IL,62703,39.7965137,-89.6451404,217-492-4062,217-492-4382,,8:30 am to 5:00 pm
D000600-doral,D000600,8669 NW. 36th St.,Suite 100,Doral,FL,33166,25.8109245,-80.3361915,305-470-8555,305-470-8575,,M-F 9 am-5 pm
D000600-naples,D000600,4715 Golden Gate Pkwy.,Suite 1,Naples,FL,34116,26.1833954,-81.70380209999999,239-348-1620,239-348-3569,,Mon-Fri 9am-5pm
D000615-anderson,D000615,303 W. Beltline Blvd.,,Anderson,SC,29625,34.5490603,-82.6746057,864-224-7401,864-225-7049,,Mon-Fri 8:30am - 5:00 pm
D000615-clinton,D000615,100 Plaza Circle,Suite A1,Clinton,SC,29325,34.4772923,-81.9380738,864-681-1028,864-681-1030,,Monday-Friday 9:00AM-5:00PM Closed on Federal Holidays
D000616-cleveland,D000616,301 Keith St.,Suite 212,Cleveland,TN,37311,35.160062,-84.88402219999999,423-472-7500,423-472-7800,,By appointment only
D000616-columbia,D000616,711 N. Garden St.,,Columbia,TN,38401,35.61587,-87.035826,931-381-9920,931-381-9945,,By appointment only
D000616-murfreesboro,D000616,305 W. Main St.,,Murfreesboro,TN,37130,35.8461158,-86.39409649999999,615-896-1986,615-896-8218,,By appointment only
D000616-winchester,D000616,200 S. Jefferson St.,Suite 311,Winchester,TN,37398,35.1850086,-86.1112284,931-962-3180,931-962-3435,Federal Building,By appointment only
D000617-bothell,D000617,22121 17th Ave SE,Suite 220,Bothell,WA,98021,47.7965458,-122.2097757,425-485-0085,425-485-0083,"Canyon Park Business Center, Bldg E",M-F 8:30am-5pm
D000617-mount_vernon,D000617,204 W. Montgomery St.,,Mount Vernon,WA,98273,48.41949899999999,-122.3357879,360-416-7879,425-485-0083,,
D000618-billings,D000618,222 N. 32nd St.,Suite 100,Billings,MT,59101,45.7810512,-108.5125313,406-245-6822,,,
D000618-bozeman,D000618,13 S. Willson Ave.,Suite 8,Bozeman,MT,59718,45.6788798,-111.0390251,406-587-3446,,,
D000618-great_falls,D000618,104 4th Street North,Suite 302,Great Falls,MT,59401,47.5067244,-111.3009733,406-453-0148,,,
D000618-hardin,D000618,310 N Ctr.,,Hardin,MT,59034,45.731817,-107.606432,406-665-4126,,,
D000618-helena,D000618,30 W. 14th St.,Suite 206,Helena,MT,59601,46.596642,-112.036443,406-443-3189,,,
D000618-kalispell,D000618,40 2nd St East,Suite 211,Kalispell,MT,59901,48.19663569999999,-114.3118812,406-257-3765,,KM Building,
D000618-missoula,D000618,218 E. Front St.,Suite 103,Missoula,MT,59802,46.8699041,-113.9930208,406-549-8198,,,
D000618-sidney,D000618,609 S. Central Ave.,Suite #4,Sidney,MT,59270,47.7106368,-104.1606344,406-482-9010,,Central Plaza Building,
D000619-champaign,D000619,2004 Fox Dr.,,Champaign,IL,61280,40.090932,-88.25012439999999,217-403-4690,217-403-4691,,"Monday - Friday, 8:30am - 5:00pm"
D000619-decatur,D000619,243 S. Water St.,Suite 100,Decatur,IL,62523,39.8396384,-88.954852,217-791-6224,217-791-6168,,Mon-Fri 8:30am-5pm
D000619-maryville,D000619,15 Professional Park Dr.,,Maryville,IL,62062,38.737077,-89.95489859999999,618-205-8660,618-205-8662,,"Monday-Friday, 8:30am-5:00pm"
D000619-normal,D000619,104 W. North St.,,Normal,IL,61761,40.5094581,-88.9846312,309-252-8834,,,By appointment only
D000619-springfield,D000619,2833 S Grand Ave. East,,Springfield,IL,62703,39.7888553,-89.6124109,217-791-6224,217-791-6166,,By appointment only
D000619-taylorville,D000619,108 W. Market St.,,Taylorville,IL,62568,39.5480891,-89.29549949999999,217-824-5117,217-824-5121,,"Monday - Friday, 8:30am - 5:00pm"
D000622-belleville,D000622,23 Public Sq,Suite 460,Belleville,IL,62220-1650,38.5135,-89.98093,618-722-7070,618-235-4011,,
D000622-carbondale,D000622,441 E Willow St,,Carbondale,IL,62901-1659,37.73428,-89.21251,618-677-7000,618-351-1551,,
D000622-chicago,D000622,230 South Dearborn Street,Suite 3900,Chicago,IL,60604,41.8784454,-87.63,312-886-3506,,,
D000622-rock_island,D000622,1823 2nd Ave,Suite 2,Rock Island,IL,61201-8002,41.51114,-90.57433,309-606-7060,309-786-1799,,
D000622-springfield,D000622,8 South Old State Capitol Plaza,,Springfield,IL,62701,39.800468,-89.6509028,217-528-6124,,,
D000623-richmond,D000623,440 Civic Center Plz.,2nd Floor,Richmond,CA,94804,37.9367699,-122.3428337,510-620-1000,510-620-1005,,
D000623-walnut_creek,D000623,3100 Oak Road,Suite 110,Walnut Creek,CA,94597,37.9043441,-122.0583137,925-933-2660,925-933-2677,,
D000624-dearborn,D000624,19855 West Outer Drive,Suite 103-E,Dearborn,MI,48124,42.3034918,-83.2627983,313-278-2936,,,
D000624-ypsilanti,D000624,301 W. Michigan Ave.,Suite 400,Ypsilanti,MI,48197,42.24069780000001,-83.6164891,734-481-1100,,,
D000626-springfield,D000626,76 E. High St.,3rd Floor,Springfield,OH,45502,39.9237363,-83.80971939999999,937-322-1120,,,"part-time, please call ahead"
D000626-troy,D000626,20 Dotcom Drive,,Troy,OH,45373,40.0578289,-84.2463325,937-339-1524,,,
D000626-west_chester,D000626,8857 Cincinnati-Dayton Rd.,Suite #102,West Chester,OH,45069,39.33175850000001,-84.4066223,513-779-5400,,,
D000627-orlando,D000627,2295 S. Hiawassee Rd.,Suite 301,Orlando,FL,32835,28.517804,-81.48186439999999,321-388-9808,,,
D000628-panama_city,D000628,840 W. 11th St.,Suite 2250,Panama City,FL,32401,30.167961,-85.67189499999999,850-785-0812,850-763-3764,,
D000628-tallahassee,D000628,300 S. Adams St.,,Tallahassee,FL,32301,30.4395286,-84.2826688,850-891-8610,850-891-8620,,
D000629-overland_park,D000629,7325 W 79th St,,Overland Park,KS,66204-2908,38.9858,-94.67027,913-621-0832,913-621-1533,,
D000631-glenside,D000631,115 E Glenside Ave,Suite 1,Glenside,PA,19038-4618,40.10015,-75.15143,215-884-4300,215-884-3640,,
D000631-norristown,D000631,101 E Main St,A,Norristown,PA,19401-4916,40.11381,-75.34223,610-382-1250,610-275-1759,,
E000215-palo_alto,E000215,698 Emerson St.,,Palo Alto,CA,94301,37.4431725,-122.1606451,650-323-2984,650-323-3498,,
E000294-otsego,E000294,9201 Quaday Ave. NE,Suite 206,Otsego,MN,55330,45.2839958,-93.5648066,763-241-6848,763-241-7955,,
E000295-cedar_rapids,E000295,111 Seventh Ave. SE,Suite 480,Cedar Rapids,IA,52401,41.9731139,-91.6645212,319-365-4504,319-365-4683,,8am-5pm CT
E000295-council_bluffs,E000295,8 S 6th St,Suite 221,Council Bluffs,IA,51501,41.2608863,-95.8525576,712-352-1167,712-352-0087,Federal Building,Please call to schedule an appointment
E000295-davenport,E000295,201 W. Second St.,Suite 806,Davenport,IA,52801,41.5213296,-90.5758645,563-322-0677,563-322-0854,,8am-5pm CT
E000295-des_moines,E000295,210 Walnut St.,,Des Moines,IA,50309,41.5864152,-93.62015319999999,515-284-4574,515-284-4937,733 Federal Building,8am-5pm CT
E000295-sioux_city,E000295,320 Sixth St.,,Sioux City,IA,51101,42.4963261,-96.40758369999999,712-252-1550,712-252-1638,194 Federal Building,8am-5pm CT
E000296-philadelphia,E000296,7174 Ogontz Ave.,,Philadelphia,PA,19138,40.063831,-75.153345,215-276-0340,215-276-2939,,
E000297-bronx,E000297,2530 Grand Concourse Avenue,Ground Floor,Bronx,NY,10458,40.863512,-73.895791,718-450-8241,,,
E000297-new_york,E000297,163 West 125th Street,#507,New York,NY,10027,40.8092343,-73.9474317,212-663-3900,,Harlem State Office Building,
E000298-wichita,E000298,7701 E Kellogg Ave,Suite 510,Wichita,KS,67207,37.6780708,-97.24667099999999,316-262-8992,316-262-5309,,
E000299-el_paso,E000299,221 N Kansas St,Suite 1500,El Paso,TX,79901-1443,31.76012,-106.48618,915-541-1400,,Wells Fargo Plaza,
F000062-fresno,F000062,2500 Tulare St.,Suite 4290,Fresno,CA,93721,36.7374775,-119.7836709,559-485-7430,559-485-9689,,9AM-5PM
F000062-los_angeles,F000062,11111 Santa Monica Blvd.,Suite 915,Los Angeles,CA,90025,34.0476223,-118.444656,310-914-7300,310-914-7318,,9AM-5PM
F000062-san_diego,F000062,880 Front St.,Suite 4236,San Diego,CA,92101,32.7143481,-117.1647085,619-231-9712,619-231-1108,,9AM-5PM
F000062-san_francisco,F000062,One Post Street,Suite 2450,San Francisco,CA,94104,37.7887748,-122.4026656,415-393-0707,415-393-0710,,9AM-5PM
F000450-boone,F000450,400 Shadowline Dr.,Suite 205,Boone,NC,28607,36.2033658,-81.65849589999999,828-265-0240,828-265-0390,,Mon-Fri 9am-5pm
F000450-clemmons,F000450,3540 Clemmons Rd.,Suite 125,Clemmons,NC,27012,36.0225285,-80.3758084,336-778-0211,336-778-2290,,"Monday - Friday, 9am - 5pm"
F000454-aurora,F000454,2711 E. New York St.,Suite 204,Aurora,IL,60502,41.758276,-88.249771,630-585-7672,,,M-F 9-5:00 PM
F000454-joliet,F000454,195 Springfield Ave.,Suite 102,Joliet,IL,60435,41.52538759999999,-88.1380854,815-280-5876,,,M-F 9-5:00 PM
F000459-athens,F000459,6 E. Madison Ave.,,Athens,TN,37303,35.441192,-84.594681,423-745-4671,423-745-6025,,Monday-Friday 9:00AM-5:00PM
F000459-chattanooga,F000459,900 Georgia Ave.,Suite 126,Chattanooga,TN,37402,35.0450875,-85.3082146,423-756-2342,423-756-6613,,Monday-Friday 9:00AM-5:00PM
F000459-oak_ridge,F000459,200 Administration Rd.,Suite 100,Oak Ridge,TN,37830,36.02409,-84.23490799999999,865-576-1976,865-576-3221,,Monday-Friday 9:00AM-5:00PM
F000462-boca_raton,F000462,2500 N. Military Trl.,Suite 490,Boca Raton,FL,33431,26.3730924,-80.1203093,561-998-9045,561-998-9048,,
F000463-kearney,F000463,20 W. 23rd St.,,Kearney,NE,68847,40.6986843,-99.0819184,308-234-2361,308-234-3684,,
F000463-lincoln,F000463,440 N. 8th St.,Suite 120,Lincoln,NE,68508,40.8177383,-96.7095183,402-441-4600,402-476-8753,,
F000463-omaha,F000463,11819 Miracle Hills Drive,Suite 205,Omaha,NE,68154,41.26733180000001,-96.0980857,402-391-3411,402-391-4725,,
F000463-scottsbluff,F000463,120 East 16th St.,Suite 203,Scottsbluff,NE,69361,41.8680501,-103.6483008,308-630-2329,308-630-2321,,
F000465-newnan,F000465,1601 E Hwy 34,Suite B,Newnan,GA,30265,33.3996108,-84.72636159999999,770-683-2033,,,
F000466-langhorne,F000466,1717 Langhorne-Newtown Rd.,Suite 400,Langhorne,PA,19047,40.2162341,-74.9308492,215-579-8102,215-579-8109,,
F000468-houston,F000468,5599 San Felipe St,Suite 950,Houston,TX,77056-2724,29.74946,-95.47373,,,,
F000469-coeur_d_alene,F000469,1250 W Ironwood Dr,Suite 241,Coeur D Alene,ID,83814-2679,47.69725,-116.80272,208-667-0127,208-667-0310,,
F000469-lewiston,F000469,313 D St,Suite 107,Lewiston,ID,83501-1894,46.42199,-117.02845,208-743-1388,,,
F000469-meridian,F000469,33 E Broadway Ave,Suite 251,Meridian,ID,83642-2619,43.61003,-116.3929,208-888-3188,208-888-0894,,
G000359-columbia,G000359,508 Hampton St.,Suite 202,Columbia,SC,29201,34.0016459,-81.0461408,803-933-0112,803-933-0957,,
G000359-florence,G000359,401 W. Evans St.,Suite 111,Florence,SC,29501,34.1974074,-79.7733804,843-669-1505,843-669-9015,McMillan Federal Building,
G000359-greenville,G000359,130 S. Main St.,7th Floor,Greenville,SC,29601,34.84875359999999,-82.4004437,864-250-1417,864-250-4322,,
G000359-mt__pleasant,G000359,530 Johnnie Dodds Blvd.,Suite 202,Mt. Pleasant,SC,29464,32.8060149,-79.88793369999999,843-849-3887,843-971-3669,,
G000359-pendleton,G000359,124 Exchange St.,Suite A,Pendleton,SC,29670,34.65072,-82.782997,864-646-4090,864-646-8609,,
G000359-rock_hill,G000359,235 E. Main St.,Suite 100,Rock Hill,SC,29730,34.9245162,-81.0247705,803-366-2828,803-366-5353,,
G000377-fort_worth,G000377,1701 River Run Rd.,Suite 407,Fort Worth,TX,76107,32.7270777,-97.3597301,817-338-0909,817-335-5852,,M-F 8:30AM - 5:00PM
G000386-cedar_rapids,G000386,111 7th Ave. SE,Suite 6800,Cedar Rapids,IA,52401,41.9731139,-91.6645212,319-363-6832,319-363-7179,,
G000386-council_bluffs,G000386,8 S. 6th St.,307,Council Bluffs,IA,51501,41.2608863,-95.8525576,712-322-7103,712-322-7196,Federal Building,
G000386-davenport,G000386,201 W. 2nd St.,Suite 720,Davenport,IA,52801,41.5213296,-90.5758645,563-322-4331,563-322-8552,,
G000386-des_moines,G000386,210 Walnut St.,721,Des Moines,IA,50309,41.5864152,-93.62015319999999,515-288-1145,515-288-5097,Federal Building,
G000386-sioux_city,G000386,320 6th St.,120,Sioux City,IA,51101,42.4963261,-96.40758369999999,712-233-1860,712-233-1634,Federal Building,
G000386-waterloo,G000386,531 Commercial St.,210,Waterloo,IA,50701,42.4953784,-92.339384,319-232-6657,319-232-9965,Waterloo Building,
G000546-hannibal,G000546,906 Broadway,,Hannibal,MO,63401,39.7065377,-91.36431680000001,573-221-3400,,,By Appointment
G000546-kansas_city,G000546,11724 NW Plaza Circle,Suite 900,Kansas City,MO,64153,39.3060799,-94.68496599999999,816-792-3976,816-792-0694,,
G000546-st__joseph,G000546,411 Jules St.,Room 111,St. Joseph,MO,64501,39.7685973,-94.8548563,816-749-0800,816-749-0801,,
G000551-avondale,G000551,1412 N. Central Ave.,Suite B,Avondale,AZ,85323,33.4487419,-112.3501093,623-536-3388,623-535-7479,,
